"path_id"	"full_path_length"	"testable_path_length"	"aberrational_genes"	"proportion_aberrational"	"proportion_of_cohort_w_aberrational_gene_in_path"	"Num_patient_with_aberrational_gene_.s._in_path"	"count_of_aberrational_genes_in_path_cross_cohort"	"max_in_one_gene"	"min_in_one_gene"	"hyperg_p_value"	"hyperg_p_w_FDR"
"Chemokine receptors bind chemokines"	"Chemokine receptors bind chemokines"	55	55	11	0.2	0.101694915254237	12	12	2	0	0.999305790009209	1
"Cobalamin (Cbl, vitamin B12) transport and metabolism"	"Cobalamin (Cbl, vitamin B12) transport and metabolism"	20	20	4	0.2	0.135593220338983	16	16	12	0	0.959880681517631	1
"Creation of C4 and C2 activators"	"Creation of C4 and C2 activators"	50	50	10	0.2	0.152542372881356	18	18	4	0	0.998783048308048	1
"Cyclin B2 mediated events"	"Cyclin B2 mediated events"	5	5	1	0.2	0.00847457627118644	1	1	1	0	0.684415849177211	1
"E2F-enabled inhibition of pre-replication complex formation"	"E2F-enabled inhibition of pre-replication complex formation"	10	10	2	0.2	0.0169491525423729	2	2	1	0	0.85224025943095	1
"Ethanol oxidation"	"Ethanol oxidation"	10	10	2	0.2	0.0169491525423729	2	2	1	0	0.85224025943095	1
"G2 Phase"	"G2 Phase"	5	5	1	0.2	0.0169491525423729	2	2	2	0	0.684415849177211	1
"Galactose catabolism"	"Galactose catabolism"	5	5	1	0.2	0.0169491525423729	2	2	2	0	0.684415849177211	1
"Glyoxylate metabolism"	"Glyoxylate metabolism"	5	5	1	0.2	0.00847457627118644	1	1	1	0	0.684415849177211	1
"IRAK1 recruits IKK complex"	"IRAK1 recruits IKK complex"	10	10	2	0.2	0.0254237288135593	3	3	2	0	0.85224025943095	1
"IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation"	"IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation"	10	10	2	0.2	0.0254237288135593	3	3	2	0	0.85224025943095	1
"Integration of provirus"	"Integration of provirus"	15	15	3	0.2	0.0508474576271186	6	6	4	0	0.924531842653599	1
"Metabolism of polyamines"	"Metabolism of polyamines"	15	15	3	0.2	0.0338983050847458	4	4	2	0	0.924531842653599	1
"N-glycan trimming and elongation in the cis-Golgi"	"N-glycan trimming and elongation in the cis-Golgi"	5	5	1	0.2	0.00847457627118644	1	1	1	0	0.684415849177211	1
"NRIF signals cell death from the nucleus"	"NRIF signals cell death from the nucleus"	15	15	3	0.2	0.0338983050847458	4	4	2	0	0.924531842653599	1
"Neurotoxicity of clostridium toxins"	"Neurotoxicity of clostridium toxins"	20	20	4	0.2	0.0338983050847458	4	4	1	0	0.959880681517631	1
"Phosphorylation of CD3 and TCR zeta chains"	"Phosphorylation of CD3 and TCR zeta chains"	25	25	5	0.2	0.0593220338983051	7	8	4	0	0.978173270898781	1
"Post-translational modification: synthesis of GPI-anchored proteins"	"Post-translational modification: synthesis of GPI-anchored proteins"	25	25	5	0.2	0.0508474576271186	6	6	2	0	0.978173270898781	1
"Propionyl-CoA catabolism"	"Propionyl-CoA catabolism"	5	5	1	0.2	0.00847457627118644	1	1	1	0	0.684415849177211	1
"Regulation of IFNA signaling"	"Regulation of IFNA signaling"	25	25	5	0.2	0.0593220338983051	7	8	3	0	0.978173270898781	1
"Regulation of ornithine decarboxylase (ODC)"	"Regulation of ornithine decarboxylase (ODC)"	50	50	10	0.2	0.11864406779661	14	14	3	0	0.998783048308048	1
"SLBP independent Processing of Histone Pre-mRNAs"	"SLBP independent Processing of Histone Pre-mRNAs"	10	10	2	0.2	0.0254237288135593	3	3	2	0	0.85224025943095	1
"Sodium-coupled phosphate cotransporters"	"Sodium-coupled phosphate cotransporters"	5	5	1	0.2	0.00847457627118644	1	1	1	0	0.684415849177211	1
"Sperm:Oocyte Membrane Binding"	"Sperm:Oocyte Membrane Binding"	5	5	1	0.2	0.00847457627118644	1	1	1	0	0.684415849177211	1
"Sulfide oxidation to sulfate"	"Sulfide oxidation to sulfate"	5	5	1	0.2	0.0169491525423729	2	2	2	0	0.684415849177211	1
"Synthesis of Dolichyl-phosphate"	"Synthesis of Dolichyl-phosphate"	5	5	1	0.2	0.00847457627118644	1	1	1	0	0.684415849177211	1
"Synthesis of GDP-mannose"	"Synthesis of GDP-mannose"	5	5	1	0.2	0.00847457627118644	1	1	1	0	0.684415849177211	1
"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation"	"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation"	10	10	2	0.2	0.0169491525423729	2	2	1	0	0.85224025943095	1
"Virus Assembly and Release"	"Virus Assembly and Release"	10	10	2	0.2	0.0254237288135593	3	3	2	0	0.85224025943095	1
"Translation"	"Translation"	148	148	29	0.195945945945946	0.254237288135593	30	40	3	0	0.999999986577749	1
"Gamma carboxylation, hypusine formation and arylsulfatase activation"	"Gamma carboxylation, hypusine formation and arylsulfatase activation"	36	36	7	0.194444444444444	0.076271186440678	9	9	3	0	0.995169774378405	1
"RNA Polymerase I Transcription Termination"	"RNA Polymerase I Transcription Termination"	31	31	6	0.193548387096774	0.0847457627118644	10	10	3	0	0.991367465800336	1
"Initial triggering of complement"	"Initial triggering of complement"	57	57	11	0.192982456140351	0.169491525423729	20	20	4	0	0.999639571773305	1
"APC/C:Cdc20 mediated degradation of Cyclin B"	"APC/C:Cdc20 mediated degradation of Cyclin B"	21	21	4	0.19047619047619	0.0677966101694915	8	8	4	0	0.971503197059403	1
"Assembly Of The HIV Virion"	"Assembly Of The HIV Virion"	21	21	4	0.19047619047619	0.0508474576271186	6	6	2	0	0.971503197059403	1
"Amino acid synthesis and interconversion (transamination)"	"Amino acid synthesis and interconversion (transamination)"	16	16	3	0.1875	0.0338983050847458	4	4	2	0	0.946779209334103	1
"Formation of the ternary complex, and subsequently, the 43S complex"	"Formation of the ternary complex, and subsequently, the 43S complex"	48	48	9	0.1875	0.11864406779661	14	14	3	0	0.999210385894384	1
"Synthesis of glycosylphosphatidylinositol (GPI)"	"Synthesis of glycosylphosphatidylinositol (GPI)"	16	16	3	0.1875	0.0338983050847458	4	4	2	0	0.946779209334103	1
"Budding and maturation of HIV virion"	"Budding and maturation of HIV virion"	33	33	6	0.181818181818182	0.0593220338983051	7	7	2	0	0.995654862410904	1
"CDC6 association with the ORC:origin complex"	"CDC6 association with the ORC:origin complex"	11	11	2	0.181818181818182	0.0169491525423729	2	2	1	0	0.897060498837242	1
"Calnexin/calreticulin cycle"	"Calnexin/calreticulin cycle"	11	11	2	0.181818181818182	0.0169491525423729	2	2	1	0	0.897060498837242	1
"Early Phase of HIV Life Cycle"	"Early Phase of HIV Life Cycle"	22	22	4	0.181818181818182	0.0593220338983051	7	7	4	0	0.979930756118127	1
"SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs"	"SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs"	11	11	2	0.181818181818182	0.0254237288135593	3	3	2	0	0.897060498837242	1
"Cap-dependent Translation Initiation"	"Cap-dependent Translation Initiation"	112	112	20	0.178571428571429	0.194915254237288	23	29	3	0	0.999999912326731	1
"Eukaryotic Translation Initiation"	"Eukaryotic Translation Initiation"	112	112	20	0.178571428571429	0.194915254237288	23	29	3	0	0.999999912326731	1
"RNA Polymerase III Transcription Initiation From Type 3 Promoter"	"RNA Polymerase III Transcription Initiation From Type 3 Promoter"	28	28	5	0.178571428571429	0.0423728813559322	5	5	1	0	0.992232702937778	1
"Phosphorylation of the APC/C"	"Phosphorylation of the APC/C"	17	17	3	0.176470588235294	0.0508474576271186	6	6	4	0	0.96285565382985	1
"Mitochondrial translation"	"Mitochondrial translation"	92	92	16	0.173913043478261	0.135593220338983	16	19	2	0	0.999999243106345	1
"RNA Polymerase III Transcription Termination"	"RNA Polymerase III Transcription Termination"	23	23	4	0.173913043478261	0.0338983050847458	4	4	1	0	0.985976407704973	1
"Thromboxane signalling through TP receptor"	"Thromboxane signalling through TP receptor"	23	23	4	0.173913043478261	0.0338983050847458	4	4	1	0	0.985976407704973	1
"Mitochondrial protein import"	"Mitochondrial protein import"	52	52	9	0.173076923076923	0.076271186440678	9	9	1	0	0.999803071334428	1
"RNA Polymerase I Promoter Escape"	"RNA Polymerase I Promoter Escape"	29	29	5	0.172413793103448	0.076271186440678	9	9	3	0	0.994568343883721	1
"GTP hydrolysis and joining of the 60S ribosomal subunit"	"GTP hydrolysis and joining of the 60S ribosomal subunit"	105	105	18	0.171428571428571	0.186440677966102	22	26	3	0	0.999999910294321	1
"Scavenging of heme from plasma"	"Scavenging of heme from plasma"	47	47	8	0.170212765957447	0.144067796610169	17	21	6	0	0.999658445116803	1
"Acyl chain remodeling of CL"	"Acyl chain remodeling of CL"	6	6	1	0.166666666666667	0.00847457627118644	1	1	1	0	0.785797692153082	1
"Assembly of the ORC complex at the origin of replication"	"Assembly of the ORC complex at the origin of replication"	6	6	1	0.166666666666667	0.00847457627118644	1	1	1	0	0.785797692153082	1
"Cleavage of the damaged pyrimidine"	"Cleavage of the damaged pyrimidine"	6	6	1	0.166666666666667	0.0169491525423729	2	2	2	0	0.785797692153082	1
"Depyrimidination"	"Depyrimidination"	6	6	1	0.166666666666667	0.0169491525423729	2	2	2	0	0.785797692153082	1
"Glutathione synthesis and recycling"	"Glutathione synthesis and recycling"	12	12	2	0.166666666666667	0.0169491525423729	2	2	1	0	0.9292313399684	1
"Heme degradation"	"Heme degradation"	6	6	1	0.166666666666667	0.00847457627118644	1	1	1	0	0.785797692153082	1
"IRF3 mediated activation of type 1 IFN"	"IRF3 mediated activation of type 1 IFN"	6	6	1	0.166666666666667	0.0423728813559322	5	5	5	0	0.785797692153082	1
"Molybdenum cofactor biosynthesis"	"Molybdenum cofactor biosynthesis"	6	6	1	0.166666666666667	0.00847457627118644	1	1	1	0	0.785797692153082	1
"Phosphate bond hydrolysis by NUDT proteins"	"Phosphate bond hydrolysis by NUDT proteins"	6	6	1	0.166666666666667	0.00847457627118644	1	1	1	0	0.785797692153082	1
"RNA Polymerase III Chain Elongation"	"RNA Polymerase III Chain Elongation"	18	18	3	0.166666666666667	0.0254237288135593	3	3	1	0	0.974316205982199	1
"Recognition and association of DNA glycosylase with site containing an affected pyrimidine"	"Recognition and association of DNA glycosylase with site containing an affected pyrimidine"	6	6	1	0.166666666666667	0.0169491525423729	2	2	2	0	0.785797692153082	1
"Synthesis of 15-eicosatetraenoic acid derivatives"	"Synthesis of 15-eicosatetraenoic acid derivatives"	6	6	1	0.166666666666667	0.00847457627118644	1	1	1	0	0.785797692153082	1
"Synthesis of PE"	"Synthesis of PE"	12	12	2	0.166666666666667	0.0254237288135593	3	3	2	0	0.9292313399684	1
"Telomere Extension By Telomerase"	"Telomere Extension By Telomerase"	6	6	1	0.166666666666667	0.00847457627118644	1	1	1	0	0.785797692153082	1
"The retinoid cycle in cones (daylight vision)"	"The retinoid cycle in cones (daylight vision)"	6	6	1	0.166666666666667	0.0169491525423729	2	2	2	0	0.785797692153082	1
"mitochondrial fatty acid beta-oxidation of unsaturated fatty acids"	"mitochondrial fatty acid beta-oxidation of unsaturated fatty acids"	6	6	1	0.166666666666667	0.00847457627118644	1	1	1	0	0.785797692153082	1
"3' -UTR-mediated translational regulation"	"3' -UTR-mediated translational regulation"	104	104	17	0.163461538461538	0.186440677966102	22	24	3	0	0.999999963807397	1
"L13a-mediated translational silencing of Ceruloplasmin expression"	"L13a-mediated translational silencing of Ceruloplasmin expression"	104	104	17	0.163461538461538	0.186440677966102	22	24	3	0	0.999999963807397	1
"Mitochondrial translation termination"	"Mitochondrial translation termination"	86	86	14	0.162790697674419	0.127118644067797	15	17	2	0	0.999999475662408	1
"Respiratory electron transport"	"Respiratory electron transport"	87	87	14	0.160919540229885	0.11864406779661	14	16	2	0	0.999999636374066	1
"ADP signalling through P2Y purinoceptor 1"	"ADP signalling through P2Y purinoceptor 1"	25	25	4	0.16	0.0338983050847458	4	4	1	0	0.993296005462466	1
"Classical antibody-mediated complement activation"	"Classical antibody-mediated complement activation"	44	44	7	0.159090909090909	0.127118644067797	15	15	4	0	0.999715565462077	1
"Mitotic Spindle Checkpoint"	"Mitotic Spindle Checkpoint"	19	19	3	0.157894736842105	0.0508474576271186	6	6	4	0	0.982389324211888	1
"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"	"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"	89	89	14	0.157303370786517	0.144067796610169	17	19	3	0	0.999999826225869	1
"Advanced glycosylation endproduct receptor signaling"	"Advanced glycosylation endproduct receptor signaling"	13	13	2	0.153846153846154	0.0169491525423729	2	2	1	0	0.951900825709961	1
"Resolution of AP sites via the single-nucleotide replacement pathway"	"Resolution of AP sites via the single-nucleotide replacement pathway"	13	13	2	0.153846153846154	0.0254237288135593	3	3	2	0	0.951900825709961	1
"The activation of arylsulfatases"	"The activation of arylsulfatases"	13	13	2	0.153846153846154	0.0169491525423729	2	2	1	0	0.951900825709961	1
"Glutathione conjugation"	"Glutathione conjugation"	33	33	5	0.151515151515152	0.0423728813559322	5	5	1	0	0.998771581971831	1
"Mitochondrial translation elongation"	"Mitochondrial translation elongation"	86	86	13	0.151162790697674	0.110169491525424	13	16	2	0	0.999999862570341	1
"Mitochondrial translation initiation"	"Mitochondrial translation initiation"	86	86	13	0.151162790697674	0.11864406779661	14	16	2	0	0.999999862570341	1
"Base Excision Repair"	"Base Excision Repair"	20	20	3	0.15	0.0338983050847458	4	4	2	0	0.988016484885452	1
"Resolution of Abasic Sites (AP sites)"	"Resolution of Abasic Sites (AP sites)"	20	20	3	0.15	0.0338983050847458	4	4	2	0	0.988016484885452	1
"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins."	"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins."	108	108	16	0.148148148148148	0.144067796610169	17	19	2	0	0.999999997895595	1
"Attachment of GPI anchor to uPAR"	"Attachment of GPI anchor to uPAR"	7	7	1	0.142857142857143	0.00847457627118644	1	1	1	0	0.857260922268061	1
"PD-1 signaling"	"PD-1 signaling"	28	28	4	0.142857142857143	0.0254237288135593	3	4	1	0	0.997882680065365	1
"Scavenging by Class F Receptors"	"Scavenging by Class F Receptors"	7	7	1	0.142857142857143	0.0508474576271186	6	6	6	0	0.857260922268061	1
"Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane"	"Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane"	7	7	1	0.142857142857143	0.0169491525423729	2	2	2	0	0.857260922268061	1
"eNOS activation"	"eNOS activation"	7	7	1	0.142857142857143	0.00847457627118644	1	1	1	0	0.857260922268061	1
"Formation of a pool of free 40S subunits"	"Formation of a pool of free 40S subunits"	94	94	13	0.138297872340426	0.127118644067797	15	17	3	0	0.999999993728637	1
"SRP-dependent cotranslational protein targeting to membrane"	"SRP-dependent cotranslational protein targeting to membrane"	109	109	15	0.137614678899083	0.11864406779661	14	16	2	0	0.999999999665107	1
"Erythrocytes take up carbon dioxide and release oxygen"	"Erythrocytes take up carbon dioxide and release oxygen"	8	8	1	0.125	0.0169491525423729	2	2	2	0	0.906230981973905	1
"Erythrocytes take up oxygen and release carbon dioxide"	"Erythrocytes take up oxygen and release carbon dioxide"	8	8	1	0.125	0.0169491525423729	2	2	2	0	0.906230981973905	1
"Host Interactions with Influenza Factors"	"Host Interactions with Influenza Factors"	8	8	1	0.125	0.0169491525423729	2	2	2	0	0.906230981973905	1
"Neurotransmitter Clearance In The Synaptic Cleft"	"Neurotransmitter Clearance In The Synaptic Cleft"	8	8	1	0.125	0.0169491525423729	2	2	2	0	0.906230981973905	1
"O2/CO2 exchange in erythrocytes"	"O2/CO2 exchange in erythrocytes"	8	8	1	0.125	0.0169491525423729	2	2	2	0	0.906230981973905	1
"Regulation of cytoskeletal remodeling and cell spreading by IPP complex components"	"Regulation of cytoskeletal remodeling and cell spreading by IPP complex components"	8	8	1	0.125	0.0169491525423729	2	2	2	0	0.906230981973905	1
"Synthesis of diphthamide-EEF2"	"Synthesis of diphthamide-EEF2"	8	8	1	0.125	0.00847457627118644	1	1	1	0	0.906230981973905	1
"Thrombin signalling through proteinase activated receptors (PARs)"	"Thrombin signalling through proteinase activated receptors (PARs)"	32	32	4	0.125	0.0338983050847458	4	4	1	0	0.999574989391696	1
"Toxicity of botulinum toxin type B (BoNT/B)"	"Toxicity of botulinum toxin type B (BoNT/B)"	8	8	1	0.125	0.00847457627118644	1	1	1	0	0.906230981973905	1
"Eukaryotic Translation Elongation"	"Eukaryotic Translation Elongation"	89	89	11	0.123595505617978	0.0847457627118644	10	11	1	0	0.999999997866786	1
"Viral mRNA Translation"	"Viral mRNA Translation"	92	92	11	0.119565217391304	0.0932203389830508	11	12	2	0	0.999999999379889	1
"Eukaryotic Translation Termination"	"Eukaryotic Translation Termination"	84	84	10	0.119047619047619	0.0847457627118644	10	11	2	0	0.999999996703129	1
"Peptide chain elongation"	"Peptide chain elongation"	84	84	10	0.119047619047619	0.076271186440678	9	10	1	0	0.999999996703129	1
"Acyl chain remodelling of PG"	"Acyl chain remodelling of PG"	17	17	2	0.117647058823529	0.0169491525423729	2	2	1	0	0.990601486608224	1
"Acyl chain remodelling of PS"	"Acyl chain remodelling of PS"	17	17	2	0.117647058823529	0.0169491525423729	2	2	1	0	0.990601486608224	1
"Synthesis, secretion, and deacylation of Ghrelin"	"Synthesis, secretion, and deacylation of Ghrelin"	17	17	2	0.117647058823529	0.0169491525423729	2	2	1	0	0.990601486608224	1
"Autointegration results in viral DNA circles"	"Autointegration results in viral DNA circles"	9	9	1	0.111111111111111	0.0338983050847458	4	4	4	0	0.939099774883043	1
"Base-Excision Repair, AP Site Formation"	"Base-Excision Repair, AP Site Formation"	9	9	1	0.111111111111111	0.0169491525423729	2	2	2	0	0.939099774883043	1
"Highly calcium permeable nicotinic acetylcholine receptors"	"Highly calcium permeable nicotinic acetylcholine receptors"	9	9	1	0.111111111111111	0.00847457627118644	1	1	1	0	0.939099774883043	1
"Inactivation of APC/C via direct inhibition of the APC/C complex"	"Inactivation of APC/C via direct inhibition of the APC/C complex"	18	18	2	0.111111111111111	0.0423728813559322	5	5	4	0	0.99385854273343	1
"Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components"	"Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components"	18	18	2	0.111111111111111	0.0423728813559322	5	5	4	0	0.99385854273343	1
"Integration of viral DNA into host genomic DNA"	"Integration of viral DNA into host genomic DNA"	9	9	1	0.111111111111111	0.0338983050847458	4	4	4	0	0.939099774883043	1
"Pregnenolone biosynthesis"	"Pregnenolone biosynthesis"	9	9	1	0.111111111111111	0.00847457627118644	1	1	1	0	0.939099774883043	1
"Removal of DNA patch containing abasic residue"	"Removal of DNA patch containing abasic residue"	18	18	2	0.111111111111111	0.0254237288135593	3	3	2	0	0.99385854273343	1
"Resolution of AP sites via the multiple-nucleotide patch replacement pathway"	"Resolution of AP sites via the multiple-nucleotide patch replacement pathway"	18	18	2	0.111111111111111	0.0254237288135593	3	3	2	0	0.99385854273343	1
