"path_id"	"full_path_length"	"testable_path_length"	"aberrational_genes"	"proportion_aberrational"	"proportion_of_cohort_w_aberrational_gene_in_path"	"Num_patient_with_aberrational_gene_.s._in_path"	"count_of_aberrational_genes_in_path_cross_cohort"	"max_in_one_gene"	"min_in_one_gene"	"hyperg_p_value"	"hyperg_p_w_FDR"
"Adrenaline signalling through Alpha-2 adrenergic receptor"	"Adrenaline signalling through Alpha-2 adrenergic receptor"	3	3	2	0.666666666666667	0.00984251968503937	5	6	3	0	0.569920062594702	1
"Arachidonate production from DAG"	"Arachidonate production from DAG"	3	3	2	0.666666666666667	0.0177165354330709	9	9	7	0	0.569920062594702	1
"Base-Excision Repair, AP Site Formation"	"Base-Excision Repair, AP Site Formation"	9	9	6	0.666666666666667	0.0275590551181102	14	14	4	0	0.811859589830082	1
"CaMK IV-mediated phosphorylation of CREB"	"CaMK IV-mediated phosphorylation of CREB"	3	3	2	0.666666666666667	0.00393700787401575	2	2	1	0	0.569920062594702	1
"Ceramide signalling"	"Ceramide signalling"	3	3	2	0.666666666666667	0.00393700787401575	2	2	1	0	0.569920062594702	1
"Complement cascade"	"Complement cascade"	75	75	50	0.666666666666667	0.301181102362205	153	223	18	0	0.99955356813224	1
"DNA replication initiation"	"DNA replication initiation"	6	6	4	0.666666666666667	0.0334645669291339	17	17	11	0	0.726610066986835	1
"Detoxification of Reactive Oxygen Species"	"Detoxification of Reactive Oxygen Species"	27	27	18	0.666666666666667	0.0728346456692913	37	40	10	0	0.969675474755091	1
"Formyl peptide receptors bind formyl peptides and many other ligands"	"Formyl peptide receptors bind formyl peptides and many other ligands"	9	9	6	0.666666666666667	0.0433070866141732	22	24	7	0	0.811859589830082	1
"Glucagon-type ligand receptors"	"Glucagon-type ligand receptors"	30	30	20	0.666666666666667	0.0748031496062992	38	46	7	0	0.977036157391848	1
"Glutathione conjugation"	"Glutathione conjugation"	33	33	22	0.666666666666667	0.0708661417322835	36	36	4	0	0.982548736999241	1
"Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis"	"Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis"	12	12	8	0.666666666666667	0.0374015748031496	19	22	7	0	0.865839880586056	1
"Lysosome Vesicle Biogenesis"	"Lysosome Vesicle Biogenesis"	24	24	16	0.666666666666667	0.102362204724409	52	62	13	0	0.95978142370195	1
"Metabolism of polyamines"	"Metabolism of polyamines"	15	15	10	0.666666666666667	0.0452755905511811	23	23	4	0	0.902355137652949	1
"Methionine salvage pathway"	"Methionine salvage pathway"	6	6	4	0.666666666666667	0.015748031496063	8	8	3	0	0.726610066986835	1
"Mitochondrial iron-sulfur cluster biogenesis"	"Mitochondrial iron-sulfur cluster biogenesis"	9	9	6	0.666666666666667	0.0216535433070866	11	11	3	0	0.811859589830082	1
"Nef mediated downregulation of CD28 cell surface expression"	"Nef mediated downregulation of CD28 cell surface expression"	3	3	2	0.666666666666667	0.00590551181102362	3	3	2	0	0.569920062594702	1
"Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes"	"Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes"	3	3	2	0.666666666666667	0.0177165354330709	9	9	7	0	0.569920062594702	1
"Presynaptic function of Kainate receptors"	"Presynaptic function of Kainate receptors"	21	21	14	0.666666666666667	0.106299212598425	54	58	21	0	0.946367755307431	1
"Processing of DNA double-strand break ends"	"Processing of DNA double-strand break ends"	3	3	2	0.666666666666667	0.0118110236220472	6	6	5	0	0.569920062594702	1
"Processive synthesis on the C-strand of the telomere"	"Processive synthesis on the C-strand of the telomere"	12	12	8	0.666666666666667	0.0452755905511811	23	25	6	0	0.865839880586056	1
"Pyrimidine biosynthesis"	"Pyrimidine biosynthesis"	6	6	4	0.666666666666667	0.0216535433070866	11	11	6	0	0.726610066986835	1
"Pyrimidine salvage reactions"	"Pyrimidine salvage reactions"	9	9	6	0.666666666666667	0.0334645669291339	17	17	5	0	0.811859589830082	1
"Regulation of gap junction activity"	"Regulation of gap junction activity"	3	3	2	0.666666666666667	0.0236220472440945	12	12	10	0	0.569920062594702	1
"Removal of DNA patch containing abasic residue"	"Removal of DNA patch containing abasic residue"	18	18	12	0.666666666666667	0.0590551181102362	30	32	6	0	0.927974796954898	1
"Resolution of AP sites via the multiple-nucleotide patch replacement pathway"	"Resolution of AP sites via the multiple-nucleotide patch replacement pathway"	18	18	12	0.666666666666667	0.0590551181102362	30	32	6	0	0.927974796954898	1
"Retinoid cycle disease events"	"Retinoid cycle disease events"	9	9	6	0.666666666666667	0.0196850393700787	10	10	3	0	0.811859589830082	1
"Rhesus glycoproteins mediate ammonium transport."	"Rhesus glycoproteins mediate ammonium transport."	3	3	2	0.666666666666667	0.00984251968503937	5	5	3	0	0.569920062594702	1
"Serine biosynthesis"	"Serine biosynthesis"	3	3	2	0.666666666666667	0.00590551181102362	3	3	2	0	0.569920062594702	1
"Synthesis of 5-eicosatetraenoic acids"	"Synthesis of 5-eicosatetraenoic acids"	6	6	4	0.666666666666667	0.0216535433070866	11	11	4	0	0.726610066986835	1
"Synthesis of dolichyl-phosphate mannose"	"Synthesis of dolichyl-phosphate mannose"	3	3	2	0.666666666666667	0.00590551181102362	3	3	2	0	0.569920062594702	1
"TNF signaling"	"TNF signaling"	3	3	2	0.666666666666667	0.0118110236220472	6	6	5	0	0.569920062594702	1
"Telomere C-strand synthesis initiation"	"Telomere C-strand synthesis initiation"	6	6	4	0.666666666666667	0.0334645669291339	17	17	11	0	0.726610066986835	1
"The NLRP1 inflammasome"	"The NLRP1 inflammasome"	3	3	2	0.666666666666667	0.0177165354330709	9	9	8	0	0.569920062594702	1
"Trafficking of dietary sterols"	"Trafficking of dietary sterols"	3	3	2	0.666666666666667	0.0275590551181102	14	14	9	0	0.569920062594702	1
"Transport of nucleotide sugars"	"Transport of nucleotide sugars"	9	9	6	0.666666666666667	0.0255905511811024	13	13	6	0	0.811859589830082	1
"Vasopressin-like receptors"	"Vasopressin-like receptors"	6	6	4	0.666666666666667	0.0334645669291339	17	17	9	0	0.726610066986835	1
"Vitamins B6 activation to pyridoxal phosphate"	"Vitamins B6 activation to pyridoxal phosphate"	3	3	2	0.666666666666667	0.0177165354330709	9	10	9	0	0.569920062594702	1
"c-src mediated regulation of Cx43 function and closure of gap junctions"	"c-src mediated regulation of Cx43 function and closure of gap junctions"	3	3	2	0.666666666666667	0.0236220472440945	12	12	10	0	0.569920062594702	1
"Role of phospholipids in phagocytosis"	"Role of phospholipids in phagocytosis"	62	62	41	0.661290322580645	0.383858267716535	195	268	86	0	0.999012351978076	1
"Pre-NOTCH Transcription and Translation"	"Pre-NOTCH Transcription and Translation"	41	41	27	0.658536585365854	0.81496062992126	414	632	340	0	0.99387032863049	1
"TRAF6 mediated IRF7 activation"	"TRAF6 mediated IRF7 activation"	32	32	21	0.65625	0.216535433070866	110	132	37	0	0.986304611479515	1
"Termination of O-glycan biosynthesis"	"Termination of O-glycan biosynthesis"	26	26	17	0.653846153846154	0.356299212598425	181	255	97	0	0.976291377468238	1
"G beta:gamma signalling through PLC beta"	"G beta:gamma signalling through PLC beta"	20	20	13	0.65	0.0964566929133858	49	52	21	0	0.958296419135115	1
"Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell"	"Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell"	111	111	72	0.648648648648649	0.354330708661417	180	290	22	0	0.999996976994815	1
"Chylomicron-mediated lipid transport"	"Chylomicron-mediated lipid transport"	17	17	11	0.647058823529412	0.147637795275591	75	86	43	0	0.944204181196967	1
"Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase"	"Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase"	17	17	11	0.647058823529412	0.0551181102362205	28	31	7	0	0.944204181196967	1
"Phosphorylation of the APC/C"	"Phosphorylation of the APC/C"	17	17	11	0.647058823529412	0.0531496062992126	27	30	7	0	0.944204181196967	1
"Acyl chain remodelling of PC"	"Acyl chain remodelling of PC"	25	25	16	0.64	0.106299212598425	54	60	8	0	0.98181161958943	1
"Regulation of IFNA signaling"	"Regulation of IFNA signaling"	25	25	16	0.64	0.0826771653543307	42	46	8	0	0.98181161958943	1
"ADP signalling through P2Y purinoceptor 12"	"ADP signalling through P2Y purinoceptor 12"	22	22	14	0.636363636363636	0.0511811023622047	26	27	4	0	0.976054610002898	1
"Base-free sugar-phosphate removal via the single-nucleotide replacement pathway"	"Base-free sugar-phosphate removal via the single-nucleotide replacement pathway"	11	11	7	0.636363636363636	0.0295275590551181	15	15	4	0	0.89724748529019	1
"Budding and maturation of HIV virion"	"Budding and maturation of HIV virion"	33	33	21	0.636363636363636	0.0669291338582677	34	39	6	0	0.993816360440064	1
"Chemokine receptors bind chemokines"	"Chemokine receptors bind chemokines"	55	55	35	0.636363636363636	0.102362204724409	52	65	5	0	0.999540653696745	1
"Binding and Uptake of Ligands by Scavenger Receptors"	"Binding and Uptake of Ligands by Scavenger Receptors"	76	76	48	0.631578947368421	0.364173228346457	185	280	43	0	0.999972624537264	1
"FCERI mediated NF-kB activation"	"FCERI mediated NF-kB activation"	57	57	36	0.631578947368421	0.192913385826772	98	119	12	0	0.999729210079631	1
"Mitotic Spindle Checkpoint"	"Mitotic Spindle Checkpoint"	19	19	12	0.631578947368421	0.0610236220472441	31	34	7	0	0.968361725165326	1
"Prostacyclin signalling through prostacyclin receptor"	"Prostacyclin signalling through prostacyclin receptor"	19	19	12	0.631578947368421	0.0511811023622047	26	27	7	0	0.968361725165326	1
"Mitochondrial translation"	"Mitochondrial translation"	92	92	58	0.630434782608696	0.188976377952756	96	124	6	0	0.999996412655181	1
"Acyl chain remodelling of PI"	"Acyl chain remodelling of PI"	16	16	10	0.625	0.0826771653543307	42	43	8	0	0.958014544973643	1
"Erythrocytes take up carbon dioxide and release oxygen"	"Erythrocytes take up carbon dioxide and release oxygen"	8	8	5	0.625	0.0255905511811024	13	13	5	0	0.857250053131912	1
"Erythrocytes take up oxygen and release carbon dioxide"	"Erythrocytes take up oxygen and release carbon dioxide"	8	8	5	0.625	0.0255905511811024	13	13	5	0	0.857250053131912	1
"O2/CO2 exchange in erythrocytes"	"O2/CO2 exchange in erythrocytes"	8	8	5	0.625	0.0255905511811024	13	13	5	0	0.857250053131912	1
"Orexin and neuropeptides FF and QRFP bind to their respective receptors"	"Orexin and neuropeptides FF and QRFP bind to their respective receptors"	8	8	5	0.625	0.0570866141732283	29	30	15	0	0.857250053131912	1
"Thyroxine biosynthesis"	"Thyroxine biosynthesis"	8	8	5	0.625	0.047244094488189	24	24	10	0	0.857250053131912	1
"VEGF binds to VEGFR leading to receptor dimerization"	"VEGF binds to VEGFR leading to receptor dimerization"	8	8	5	0.625	0.0708661417322835	36	40	12	0	0.857250053131912	1
"VEGF ligand-receptor interactions"	"VEGF ligand-receptor interactions"	8	8	5	0.625	0.0708661417322835	36	40	12	0	0.857250053131912	1
"Generation of second messenger molecules"	"Generation of second messenger molecules"	37	37	23	0.621621621621622	0.12007874015748	61	67	9	0	0.997923228910767	1
"Creation of C4 and C2 activators"	"Creation of C4 and C2 activators"	50	50	31	0.62	0.149606299212598	76	90	10	0	0.999668373679296	1
"Mitochondrial translation initiation"	"Mitochondrial translation initiation"	86	86	53	0.616279069767442	0.165354330708661	84	106	6	0	0.99999810476066	1
"Mitochondrial translation termination"	"Mitochondrial translation termination"	86	86	53	0.616279069767442	0.173228346456693	88	107	6	0	0.99999810476066	1
"Mitochondrial protein import"	"Mitochondrial protein import"	52	52	32	0.615384615384615	0.100393700787402	51	57	5	0	0.999807857134035	1
"Initial triggering of complement"	"Initial triggering of complement"	57	57	35	0.614035087719298	0.175196850393701	89	108	13	0	0.999912481519974	1
"Inactivation of APC/C via direct inhibition of the APC/C complex"	"Inactivation of APC/C via direct inhibition of the APC/C complex"	18	18	11	0.611111111111111	0.0551181102362205	28	31	7	0	0.976662949681103	1
"Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components"	"Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components"	18	18	11	0.611111111111111	0.0551181102362205	28	31	7	0	0.976662949681103	1
"Acyl chain remodelling of PE"	"Acyl chain remodelling of PE"	23	23	14	0.608695652173913	0.100393700787402	51	53	8	0	0.989970445064675	1
"Synthesis of PA"	"Synthesis of PA"	28	28	17	0.607142857142857	0.0964566929133858	49	55	12	0	0.995607481641645	1
"Mitochondrial translation elongation"	"Mitochondrial translation elongation"	86	86	52	0.604651162790698	0.161417322834646	82	101	6	0	0.999999413782683	1
"ATF6-alpha activates chaperone genes"	"ATF6-alpha activates chaperone genes"	10	10	6	0.6	0.0295275590551181	15	17	5	0	0.924787870542837	1
"Activation of caspases through apoptosome-mediated cleavage"	"Activation of caspases through apoptosome-mediated cleavage"	5	5	3	0.6	0.0354330708661417	18	18	14	0	0.795623969569362	1
"Acyl chain remodeling of DAG and TAG"	"Acyl chain remodeling of DAG and TAG"	5	5	3	0.6	0.00590551181102362	3	4	2	0	0.795623969569362	1
"Cytochrome c-mediated apoptotic response"	"Cytochrome c-mediated apoptotic response"	5	5	3	0.6	0.0354330708661417	18	18	14	0	0.795623969569362	1
"Displacement of DNA glycosylase by  APE1"	"Displacement of DNA glycosylase by  APE1"	10	10	6	0.6	0.0275590551181102	14	14	4	0	0.924787870542837	1
"Ketone body metabolism"	"Ketone body metabolism"	5	5	3	0.6	0.0118110236220472	6	6	3	0	0.795623969569362	1
"Scavenging by Class B Receptors"	"Scavenging by Class B Receptors"	5	5	3	0.6	0.0905511811023622	46	46	43	0	0.795623969569362	1
"Influenza Infection"	"Influenza Infection"	148	148	88	0.594594594594595	0.320866141732283	163	254	11	0	0.999999999991587	1
"Acyl chain remodelling of PG"	"Acyl chain remodelling of PG"	17	17	10	0.588235294117647	0.0492125984251969	25	26	8	0	0.983333545230883	1
"Influenza Life Cycle"	"Influenza Life Cycle"	143	143	84	0.587412587412587	0.316929133858268	161	248	11	0	0.999999999994761	1
"FCGR activation"	"FCGR activation"	50	50	29	0.58	0.15748031496063	80	89	10	0	0.999971291205369	1
"Gap junction assembly"	"Gap junction assembly"	19	19	11	0.578947368421053	0.0649606299212598	33	34	10	0	0.990893620279579	1
"Translation"	"Translation"	148	148	85	0.574324324324324	0.267716535433071	136	192	17	0	0.999999999999822	1
"Synthesis of Prostaglandins (PG) and Thromboxanes (TX)"	"Synthesis of Prostaglandins (PG) and Thromboxanes (TX)"	14	14	8	0.571428571428571	0.0551181102362205	28	29	7	0	0.978658089278964	1
"Viral RNP Complexes in the Host Cell Nucleus"	"Viral RNP Complexes in the Host Cell Nucleus"	7	7	4	0.571428571428571	0.0295275590551181	15	16	11	0	0.898298554604926	1
"Influenza Viral RNA Transcription and Replication"	"Influenza Viral RNA Transcription and Replication"	135	135	77	0.57037037037037	0.299212598425197	152	228	11	0	0.999999999998969	1
"Classical antibody-mediated complement activation"	"Classical antibody-mediated complement activation"	44	44	25	0.568181818181818	0.127952755905512	65	71	10	0	0.999956811735599	1
"The citric acid (TCA) cycle and respiratory electron transport"	"The citric acid (TCA) cycle and respiratory electron transport"	147	147	82	0.557823129251701	0.251968503937008	128	176	8	0	0.999999999999992	1
"Entry of Influenza Virion into Host Cell via Endocytosis"	"Entry of Influenza Virion into Host Cell via Endocytosis"	9	9	5	0.555555555555556	0.0334645669291339	17	17	11	0	0.948030979735574	1
"Processing and activation of SUMO"	"Processing and activation of SUMO"	9	9	5	0.555555555555556	0.0354330708661417	18	19	7	0	0.948030979735574	1
"SUMOylation"	"SUMOylation"	9	9	5	0.555555555555556	0.0354330708661417	18	19	7	0	0.948030979735574	1
"Scavenging of heme from plasma"	"Scavenging of heme from plasma"	47	47	26	0.553191489361702	0.169291338582677	86	105	28	0	0.999990991865098	1
"Uptake and actions of bacterial toxins"	"Uptake and actions of bacterial toxins"	40	40	22	0.55	0.124015748031496	63	72	8	0	0.999965048041197	1
"Acyl chain remodelling of PS"	"Acyl chain remodelling of PS"	17	17	9	0.529411764705882	0.0570866141732283	29	30	8	0	0.995968138045652	1
"Beta defensins"	"Beta defensins"	36	36	19	0.527777777777778	0.0669291338582677	34	37	4	0	0.999973404032706	1
"Cap-dependent Translation Initiation"	"Cap-dependent Translation Initiation"	112	112	59	0.526785714285714	0.19488188976378	99	129	17	0	0.999999999999915	1
"Eukaryotic Translation Initiation"	"Eukaryotic Translation Initiation"	112	112	59	0.526785714285714	0.19488188976378	99	129	17	0	0.999999999999915	1
"Assembly Of The HIV Virion"	"Assembly Of The HIV Virion"	21	21	11	0.523809523809524	0.0354330708661417	18	20	5	0	0.9988315151269	1
"Phosphorylation of CD3 and TCR zeta chains"	"Phosphorylation of CD3 and TCR zeta chains"	25	25	13	0.52	0.0590551181102362	30	32	13	0	0.999656600148773	1
"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"	"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"	56	56	29	0.517857142857143	0.127952755905512	65	72	17	0	0.999999931822706	1
"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"	"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"	106	106	54	0.509433962264151	0.238188976377953	121	167	17	0	0.999999999999977	1
"Nonsense-Mediated Decay (NMD)"	"Nonsense-Mediated Decay (NMD)"	106	106	54	0.509433962264151	0.238188976377953	121	167	17	0	0.999999999999977	1
"Ribosomal scanning and start codon recognition"	"Ribosomal scanning and start codon recognition"	55	55	28	0.509090909090909	0.127952755905512	65	73	17	0	0.999999957910716	1
"Translation initiation complex formation"	"Translation initiation complex formation"	55	55	28	0.509090909090909	0.125984251968504	64	71	17	0	0.999999957910716	1
"NS1 Mediated Effects on Host Pathways"	"NS1 Mediated Effects on Host Pathways"	4	4	2	0.5	0.00590551181102362	3	3	2	0	0.862202087354858	1
"Acetylation"	"Acetylation"	2	2	1	0.5	0.00393700787401575	2	2	2	0	0.687418206724898	1
"Activation of CaMK IV"	"Activation of CaMK IV"	2	2	1	0.5	0.00196850393700787	1	1	1	0	0.687418206724898	1
"Activation of PUMA and translocation to mitochondria"	"Activation of PUMA and translocation to mitochondria"	4	4	2	0.5	0.671259842519685	341	343	340	0	0.862202087354858	1
