"V1"
"2-LTR circle formation"	"PSIP1 XRCC4 XRCC6"
"Signaling by Wnt"	"GNB3 GNG12 GNG2 AKT2 AMER1 APC AXIN2 CSNK1A1 CTBP2 CTNNB1 CUL1 PPP2CB PPP2R1A PPP2R1B PPP2R5A PPP2R5C PSMA1 PSMB4 PSMC2 PSMC5 PSMC6 PSMD1 PSMD11 PSMD2 PSMD3 SKP1 TCF7L1 TLE2 UBB UBC PLCB1 PLCB2 PLCB3 PRKCA MAP3K7 YWHAZ PRKCB RAC1 CREBBP PDE6A AGO1 AGO2 AGO3 AGO4 AP2A1 AP2B1 CUL3 ITPR1 ITPR2 ITPR3 SMURF2 TNRC6A TNRC6B H2AFZ HIST1H2AB HIST1H2AC HIST1H2BD HIST1H2BK HIST1H2BL HIST1H2BM HIST1H2BN CSNK1E FZD1 FZD2 FZD4 FZD5 FZD8 PRICKLE1 SCRIB VANGL2 EP300 CSNK2A1 RHOA TCF4 PRKCG NFATC1 HIST3H3 MYC TERT XPO1 ASH2L KAT5 KMT2D SMARCA4 TRRAP WNT16 WNT2 WNT3 WNT7A WNT7B WNT9A WNT9B DKK1 BCL9 BCL9L CCDC88C CHD8 CXXC4 DACT1 DKK2 DVL3 HECW1 LGR4 LGR5 LRP6 PIP5K1B RSPO2 RSPO3 RYK TNKS TNKS2 USP34 USP8 VPS29 VPS35 WLS ZNRF3 ROR1 ROR2"
"Signaling by activated point mutants of FGFR1"	"FGF1 FGF2 FGF20 FGF23 FGFR1"
"Signaling by activated point mutants of FGFR3"	"FGF1 FGF2 FGF20 FGF23 FGFR3"
"Signaling by the B Cell Receptor (BCR)"	"AKT2 AKT3 CDKN1B MDM2 FOXO1 FOXO4 CUL1 PSMA1 PSMB4 PSMC2 PSMC5 PSMC6 PSMD1 PSMD11 PSMD2 PSMD3 SKP1 UBB UBC HRAS KRAS IKBKB MAP3K7 NFKB1 FGF1 FGF10 FGF2 FGF20 FGF23 FGFR2 CARD11 MALT1 PRKCB REL RASGRP1 SOS1 AGO1 AGO2 AGO3 AGO4 BLK BLNK CBL CD19 CD28 CD80 EGF EGFR ERBB3 ERBB4 FGFR1 FGFR3 FGFR4 FYN IGHM IGKC ITPR1 ITPR2 ITPR3 KIT KL LCK LYN MTOR NRG1 NRG2 NRG3 ORAI1 PDGFRA PDGFRB PHLPP2 PIK3AP1 PIK3CA PIK3CB PIK3R1 PLCG1 PLCG2 PTEN RICTOR SH3KBP1 SRMS SYK TNRC6A TNRC6B TRAT1 TRPC1"
"Signalling by NGF"	"APH1A AKT2 AKT3 CDKN1B MDM2 FOXO1 FOXO4 PPP2CB PPP2R1A PPP2R1B UBB UBC CRK HRAS IL6ST JAK1 JAK2 KRAS MAP2K1 NTRK1 PRKCA ADAM17 ATF1 IKBKB IRAK1 MAPKAPK3 MEF2C NFKB1 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA5 FGF1 FGF10 FGF2 FGF20 FGF23 FGFR2 YWHAE BCL2L11 CASP3 ADCY1 ADCY2 ADCY3 ADCY4 ADCY5 ADCY6 ADCY8 ADCY9 PRKACA RASGRF2 RAC1 SOS1 SOS2 ADRBK1 ADCYAP1 ADCYAP1R1 NTRK2 AGO1 AGO2 AGO3 AGO4 AP2A1 AP2B1 CD19 CD28 CD80 DNM2 DNM3 EGF EGFR ERBB3 ERBB4 FGFR1 FGFR3 FGFR4 FYN ITPR1 ITPR2 ITPR3 KIT KL LCK MTOR NRG1 NRG2 NRG3 PDGFRA PDGFRB PHLPP2 PIK3CA PIK3CB PIK3R1 PLCG1 PTEN RICTOR SH3GL2 TNRC6A TNRC6B TRAT1 PRKAR2B ARHGEF11 ARHGEF12 ITSN1 KALRN NGEF RHOA TIAM1 TRIO ARHGEF1 LINGO1 RTN4 HDAC3 PDE1A PDE1C PRKCG ABR AKAP13 ARHGEF16 ARHGEF17 ARHGEF18 ARHGEF4 ARHGEF6 ECT2 FGD1 FGD3 FGD4 MAGED1 MCF2 MCF2L OBSCN PLEKHG2 TIAM2 PRKCI MAPK13 STAT3 SHC3 SORCS3 PCSK5 RIT2 PRDM4"
"Signalling to ERKs"	"CRK HRAS IL6ST JAK1 JAK2 KRAS MAP2K1 NTRK1 MAPKAPK3 SOS1 PLCG1 MAPK13 SHC3 RIT2"
"Signalling to RAS"	"HRAS IL6ST JAK1 JAK2 KRAS MAP2K1 NTRK1 MAPKAPK3 SOS1 MAPK13 SHC3"
"Signalling to STAT3"	"NTRK1 STAT3"
"Signalling to p38 via RIT and RIN"	"HRAS IL6ST JAK1 JAK2 KRAS MAP2K1 NTRK1 RIT2"
"Small interfering RNA (siRNA) biogenesis"	"AGO1 AGO2 AGO3 AGO4 DICER1"
"Smooth Muscle Contraction"	"ITGA1 MYH11 TLN1 ACTA2 SORBS3 TPM1"
"Sodium-coupled phosphate cotransporters"	"SLC34A2"
"Sodium/Calcium exchangers"	"SLC8A1 SLC8A2 SLC8A3 SLC24A2 SLC24A3 SLC24A4 SLC24A5"
"Sodium/Proton exchangers"	"SLC9A1 SLC9A3 SLC9A6"
"Sperm Motility And Taxes"	"CATSPER1 CATSPER2 CATSPER4 CATSPERD KCNU1"
"Sperm:Oocyte Membrane Binding"	"CD9"
"Sphingolipid de novo biosynthesis"	"ACER2 CERS2 CERS5 CERS6 COL4A3BP DEGS1 OSBP PPAP2B PRKD1 SGPL1 SGPP1 SPHK2 SPTLC1 SPTLC2"
"Sphingolipid metabolism"	"NEU1 HEXA ARSA ARSF ASAH2 ENPP7 GALC GBA3 SMPD1 ACER2 CERS2 CERS5 CERS6 COL4A3BP DEGS1 OSBP PPAP2B PRKD1 SGPL1 SGPP1 SPHK2 SPTLC1 SPTLC2"
"Spry regulation of FGF signaling"	"PPP2CB PPP2R1A UBB UBC CBL SPRY2"
"Stabilization of p53"	"MDM2 PSMA1 PSMB4 PSMC2 PSMC5 PSMC6 PSMD1 PSMD11 PSMD2 PSMD3 UBB UBC ATM TP53 RFWD2"
"Steroid hormones"	"LGMN HSD3B1 LHB POMC SRD5A2 CYP11B1 CYP11B2 CYP24A1 CYP2R1 CUBN LRP2 GC STARD4"
"Sterols are 12-hydroxylated by CYP8B1"	"PTGIS"
"Stimulation of the cell death response by PAK-2p34"	"CASP3"
"Stimuli-sensing channels"	"UBB UBC TRPC1 WWP1 TRPC3 TRPC4 TRPC7 ANO1 ANO10 ANO2 ANO3 ANO4 ANO5 ANO6 ANO7 ASIC1 ASIC2 ASIC4 ASIC5 BEST3 CLCA1 CLCA2 CLCN1 CLCN2 CLCN3 CLCN4 CLCN7 CLCNKA CLCNKB MCOLN2 MCOLN3 NALCN OSTM1 RYR1 RYR2 RYR3 SCNN1A SCNN1G SGK2 SGK3 SLC17A3 SLC9B1 SLC9B2 SLC9C1 SLC9C2 TPCN1 TPCN2 TRDN TRPA1 TRPC4AP TRPM2 TRPM3 TRPM6 TRPM7 TRPM8 TRPV4 TRPV5 TRPV6 TTYH2 TTYH3 UNC79 UNC80 WNK1 WNK2 WNK3 WNK4"
"Striated Muscle Contraction"	"ACTN2 VIM ACTN3 DMD TTN MYH3 MYH6 MYH8 MYBPC1 MYBPC2 NEB TPM1"
"Sulfide oxidation to sulfate"	"SQRDL"
"Sulfur amino acid metabolism"	"MTR CTH SQRDL ENOPH1 MRI1"
"Switching of origins to a post-replicative state"	"CDKN1B PSMA1 PSMB4 PSMC2 PSMC5 PSMC6 PSMD1 PSMD11 PSMD2 PSMD3 UBB UBC CCNA1 FZR1 MCM2 MCM3 MCM4 MCM5 MCM6 MCM8 ORC5 CDT1 RB1"
"Syndecan interactions"	"SDC2 PRKCA FGF2 ITGAV ITGB1 ITGA6 ITGB4 ITGA2 ITGB3 CASK VTN TNC THBS1"
"Synthesis And Processing Of GAG, GAGPOL Polyproteins"	"UBB UBC NMT2 VPS37B"
"Synthesis and interconversion of nucleotide di- and triphosphates"	"RRM2 TXN TXNRD1 AK2 AK5 RRM2B"
"Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)"	"CYP1A2 CYP2C19 CYP2C8 CYP4A11 CYP4F2"
"Synthesis of 12-eicosatetraenoic acid derivatives"	"ALOX12 ALOX12B GPX2"
"Synthesis of 15-eicosatetraenoic acid derivatives"	"GPX2"
"Synthesis of 5-eicosatetraenoic acids"	"ALOX5 GPX2"
"Synthesis of DNA"	"CDKN1B PSMA1 PSMB4 PSMC2 PSMC5 PSMC6 PSMD1 PSMD11 PSMD2 PSMD3 UBB UBC CCNA1 FZR1 CDC45 MCM2 MCM3 MCM4 MCM5 MCM6 MCM8 ORC5 RFC2 RFC4 RFC5 RPA1 CDT1 POLA2 POLE POLD3 DNA2 RB1"
"Synthesis of Dolichyl-phosphate"	"DHDDS"
"Synthesis of GDP-mannose"	"MPI"
"Synthesis of Hepoxilins (HX) and Trioxilins (TrX)"	"ALOX12"
"Synthesis of IP2, IP, and Ins in the cytosol"	"OCRL IMPA2 INPP4B INPP5B INPP5J ISYNA1 SYNJ1"
"Synthesis of IP3 and IP4 in the cytosol"	"PLCB1 PLCB2 PLCB3 INPP5D PLCG1 PLCG2 PTEN OCRL INPPL1 ITPK1 PLCB4 INPP5B INPP5J ITPKB ITPKC PLCD1 PLCE1 PLCH1 PLCZ1 SYNJ1"
"Synthesis of IPs in the nucleus"	"IPMK"
"Synthesis of Leukotrienes (LT) and Eoxins (EX)"	"DPEP2 ALOX5 CYP4A11 CYP4A22 CYP4B1 CYP4F2 CYP4F3"
"Synthesis of Lipoxins (LX)"	"ALOX12 ALOX5"
"Synthesis of PA"	"LCLAT1 LPCAT1 AGPAT1 AGPAT2 AGPAT3 AGPAT4 AGPAT9 GPAT2 GPD1 PLD1"
"Synthesis of PC"	"SLC44A1 SLC44A2 SLC44A3 LPIN2 PCYT1A"
"Synthesis of PE"	"LPIN2 ETNK2"
"Synthesis of PG"	"PLD1 PLD3 CDS2 PTPMT1"
"Synthesis of PI"	"CDS1"
"Synthesis of PIPs at the ER membrane"	"PI4K2B PI4KA"
"Synthesis of PIPs at the Golgi membrane"	"OCRL PIK3C2A PIK3C3 PIK3R4 FIG4 PI4K2B PI4KA PIK3C2G PIKFYVE TPTE TPTE2"
"Synthesis of PIPs at the early endosome membrane"	"PIK3C2A PIK3C3 PIK3R4 INPP4B FIG4 PI4K2B PIKFYVE"
"Synthesis of PIPs at the late endosome membrane"	"PIK3C2A PIK3C3 PIK3R4 FIG4 PIKFYVE"
"Synthesis of PIPs at the plasma membrane"	"INPP5D PIK3CA PIK3CB PIK3R1 PTEN PIK3C2A INPPL1 PIP5K1B PIK3CG PIK3R5 PIK3R6 INPP4B INPP5J SYNJ1 PI4K2B PIK3C2B PIK3C2G PIP5K1A SYNJ2"
"Synthesis of PS"	"PTDSS1"
"Synthesis of Prostaglandins (PG) and Thromboxanes (TX)"	"PTGES3 PTGIS PTGS1 TBXAS1"
"Synthesis of UDP-N-acetyl-glucosamine"	"GFPT1 GFPT2 PGM3"
"Synthesis of bile acids and bile salts"	"NCOA1 NCOA2 RXRA SLC27A2 PTGIS ACOX2 HSD17B4 AKR1C4 AKR1D1 CYP46A1 CYP7A1 SLC27A5"
"Synthesis of bile acids and bile salts via 24-hydroxycholesterol"	"SLC27A2 PTGIS AKR1C4 AKR1D1 CYP46A1 SLC27A5"
"Synthesis of bile acids and bile salts via 27-hydroxycholesterol"	"NCOA1 NCOA2 RXRA PTGIS AKR1C4 AKR1D1 CYP7A1"
"Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol"	"NCOA1 NCOA2 RXRA SLC27A2 PTGIS ACOX2 HSD17B4 AKR1C4 AKR1D1 CYP7A1 SLC27A5"
"Synthesis of diphthamide-EEF2"	"DPH1"
"Synthesis of dolichyl-phosphate mannose"	"DPM1"
"Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)"	"CYP1A2 CYP2C19 CYP2C8 CYP2J2 EPHX2"
"Synthesis of glycosylphosphatidylinositol (GPI)"	"PIGB PIGN PIGO"
"Synthesis of pyrophosphates in the cytosol"	"ITPK1 IP6K3 NUDT11 PPIP5K2"
"Synthesis of substrates in N-glycan biosythesis"	"DHDDS DPM1 GFPT1 GFPT2 MPI NANS NEU1 PGM3 ST3GAL1 ST3GAL3 ST3GAL4 ST3GAL6 ST6GALNAC2 ST6GALNAC3 ST6GALNAC5 ST6GALNAC6 ST8SIA1 ST8SIA2 ST8SIA3 ST8SIA5 ST8SIA6"
"Synthesis of very long-chain fatty acyl-CoAs"	"ACSL3 ACSL4 ACSL5 ELOVL1 ELOVL5 TECRL"
"Synthesis, secretion, and deacylation of Ghrelin"	"GCG PCSK1"
"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)"	"GNB3 GNAT3 CTNNB1 FFAR1 GCG DPP4 PCSK1"
"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)"	"FFAR1 DPP4 ISL1 PCSK1"
"T41 mutants of beta-catenin aren't phosphorylated"	"AMER1 APC AXIN2 CSNK1A1 CTBP2 CTNNB1 CUL1 PPP2CB PPP2R1A PPP2R1B PPP2R5A PPP2R5C PSMA1 PSMB4 PSMC2 PSMC5 PSMC6 PSMD1 PSMD11 PSMD2 PSMD3 SKP1 TCF7L1 TLE2 UBB UBC"
"TAK1 activates NFkB by phosphorylation and activation of IKKs complex"	"DHX9 IKBKB IRAK1 MAP3K7 NFKB1 NOD1 S100B TAB1 TAB2"
"TCF dependent signaling in response to WNT"	"AKT2 AMER1 APC AXIN2 CSNK1A1 CTNNB1 PPP2CB PPP2R1A PPP2R1B PPP2R5A PPP2R5C PSMA1 PSMB4 PSMC2 PSMC5 PSMC6 PSMD1 PSMD11 PSMD2 PSMD3 TCF7L1 TLE2 UBB UBC YWHAZ CREBBP CUL3 SMURF2 H2AFZ HIST1H2AB HIST1H2AC HIST1H2BD HIST1H2BK HIST1H2BL HIST1H2BM HIST1H2BN CSNK1E FZD1 FZD2 FZD4 FZD5 FZD8 EP300 CSNK2A1 TCF4 HIST3H3 MYC TERT XPO1 ASH2L KAT5 KMT2D SMARCA4 TRRAP WNT3 WNT9A DKK1 BCL9 BCL9L CCDC88C CHD8 CXXC4 DACT1 DKK2 DVL3 HECW1 LGR4 LGR5 LRP6 PIP5K1B RSPO2 RSPO3 RYK TNKS TNKS2 USP34 USP8 ZNRF3"
"TCF7L2 mutants don't bind CTBP"	"AMER1 APC AXIN2 CSNK1A1 CTBP2 CTNNB1 CUL1 PPP2CB PPP2R1A PPP2R1B PPP2R5A PPP2R5C PSMA1 PSMB4 PSMC2 PSMC5 PSMC6 PSMD1 PSMD11 PSMD2 PSMD3 SKP1 TCF7L1 TLE2 UBB UBC"
"TCR signaling"	"IKBKB MAP3K7 NFKB1 TAB2 CARD11 MALT1 PAK3 CD247 FYB GRAP2 HLA-DRA INPP5D LCK PIK3CA PIK3CB PIK3R1 PLCG1 PRKCQ PTEN PTPRC TRAC TRAT1 VASP ZAP70"
"TET1,2,3 and TDG demethylate DNA"	"TET1 TET2"
"TGF-beta receptor signaling activates SMADs"	"UBB UBC CBL SMURF2 STUB1 XPO1 SMAD2 SMAD3 SMAD4 NEDD8 TGFBR1 TGFBR2 USP15 ZFYVE9"
"TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)"	"UBB UBC RHOA ARHGEF18 PARD3 CGN PRKCZ TGFBR1 TGFBR2"
"TGFBR1 KD Mutants in Cancer"	"UBB UBC TFDP1 SP1 CBL RNF111 SMURF2 STUB1 RHOA NCOR1 SERPINE1 E2F4 E2F5 MYC RBL1 XPO1 ARHGEF18 PARD3 NCOR2 SMAD2 SMAD3 SMAD4 CCNT2 CGN NEDD8 PRKCZ TGFBR1 TGFBR2 USP15 USP9X ZFYVE9"
"TGFBR1 LBD Mutants in Cancer"	"UBB UBC TFDP1 SP1 CBL RNF111 SMURF2 STUB1 RHOA NCOR1 SERPINE1 E2F4 E2F5 MYC RBL1 XPO1 ARHGEF18 PARD3 NCOR2 SMAD2 SMAD3 SMAD4 CCNT2 CGN NEDD8 PRKCZ TGFBR1 TGFBR2 USP15 USP9X ZFYVE9"
"TGFBR2 Kinase Domain Mutants in Cancer"	"UBB UBC TFDP1 SP1 CBL RNF111 SMURF2 STUB1 RHOA NCOR1 SERPINE1 E2F4 E2F5 MYC RBL1 XPO1 ARHGEF18 PARD3 NCOR2 SMAD2 SMAD3 SMAD4 CCNT2 CGN NEDD8 PRKCZ TGFBR1 TGFBR2 USP15 USP9X ZFYVE9"
"TGFBR2 MSI Frameshift Mutants in Cancer"	"UBB UBC TFDP1 SP1 CBL RNF111 SMURF2 STUB1 RHOA NCOR1 SERPINE1 E2F4 E2F5 MYC RBL1 XPO1 ARHGEF18 PARD3 NCOR2 SMAD2 SMAD3 SMAD4 CCNT2 CGN NEDD8 PRKCZ TGFBR1 TGFBR2 USP15 USP9X ZFYVE9"
"TNF signaling"	"ADAM17"
"TRAF3-dependent IRF activation pathway"	"IKBKE CREBBP EP300 IFIH1"
"TRAF6 Mediated Induction of proinflammatory cytokines"	"PPP2CB PPP2R1A PPP2R1B UBB UBC IL6ST JAK1 JAK2 MAP2K1 ATF1 DHX9 FOS IKBKB IRAK1 MAP2K3 MAP2K6 MAP3K7 MAPK10 MAPK9 MAPKAPK3 MEF2C NFKB1 NOD1 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA5 S100B TAB1 TAB2"
"TRAF6 mediated IRF7 activation"	"IKBKE TANK CREBBP EP300 IFNA16 IFNA8 IRF2 DHX36 IFIH1"
"TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling"	"IRAK1 IRAK4 DHX36 TLR7"
"TRAF6 mediated NF-kB activation"	"DHX9 IKBKB MAP3K1 NFKB1 S100B IFIH1"
"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation"	"PPP2CB PPP2R1A PPP2R1B UBB UBC IL6ST JAK1 JAK2 MAP2K1 ATF1 DHX9 FOS IKBKB IRAK1 IRAK4 MAP2K3 MAP2K6 MAP3K1 MAP3K7 MAPK10 MAPK9 MAPKAPK3 MEF2C NFKB1 NOD1 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA5 S100B TAB1 TAB2 TLR7"
"TRAF6 mediated induction of TAK1 complex"	"UBB UBC CD14 MAP3K7 TAB1 TAB2 TICAM1 TLR4"
"TRAIL  signaling"	"CASP8 TNFRSF10B CASP10"
"TRIF-mediated TLR3/TLR4 signaling"	"PPP2CB PPP2R1A PPP2R1B UBB UBC IL6ST JAK1 JAK2 MAP2K1 ATF1 CASP8 CD14 DHX9 FOS IKBKB IKBKE IRAK1 MAP2K3 MAP2K6 MAP3K7 MAPK10 MAPK9 MAPKAPK3 MEF2C NFKB1 NOD1 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA5 S100B TAB1 TAB2 TANK TICAM1 TLR4"
"TRIF-mediated programmed cell death"	"CASP8 CD14 TICAM1 TLR4"
"TRKA activation by NGF"	"NTRK1"
"TRP channels"	"TRPC1 TRPC3 TRPC4 TRPC7 MCOLN2 MCOLN3 TRPA1 TRPC4AP TRPM2 TRPM3 TRPM6 TRPM7 TRPM8 TRPV4 TRPV5 TRPV6"
"TWIK related potassium channel (TREK)"	"KCNK10 KCNK4"
"TWIK-related alkaline pH activated K+ channel (TALK)"	"KCNK17"
"Tachykinin receptors bind tachykinins"	"TAC3 TACR2 TACR3"
"Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)"	"KCNK1"
"Tandem pore domain potassium channels"	"KCNK1 KCNK10 KCNK17 KCNK4"
"Tat-mediated HIV elongation arrest and recovery"	"GTF2F1 NELFA NELFB NELFCD NELFE POLR2A POLR2B POLR2G SUPT5H SSRP1 SUPT16H TCEB3 TAT"
"Tat-mediated elongation of the HIV-1 transcript"	"GTF2F1 NCBP1 NCBP2 NELFA NELFB NELFCD NELFE POLR2A POLR2B POLR2G SUPT5H MNAT1 ERCC3 GTF2H3 SSRP1 SUPT16H TCEB3 TAT"
"Telomere C-strand (Lagging Strand) Synthesis"	"RFC2 RFC4 RFC5 RPA1 POLA2 POLE POLD3 DNA2"
"Telomere C-strand synthesis initiation"	"POLA2 POLE"
"Telomere Extension By Telomerase"	"TERT"
"Telomere Maintenance"	"RFC2 RFC4 RFC5 RPA1 POLA2 POLE H2AFZ HIST1H2AB HIST1H2AC HIST1H2BD HIST1H2BK HIST1H2BL HIST1H2BM HIST1H2BN POLD3 DNA2 HIST3H3 TERF1 TERF2 TERT"
"Terminal pathway of complement"	"C5 C6 C7 C8A C8B C9"
"Termination of O-glycan biosynthesis"	"ST3GAL1 ST3GAL3 ST3GAL4 ST6GALNAC2 ST6GALNAC3 MUC13 MUC16 MUC17 MUC3A MUC4 MUC5AC MUC5B MUC6"
"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation"	"DHFR NOS3"
"The NLRP1 inflammasome"	"NLRP1"
"The NLRP3 inflammasome"	"HSP90AB1 TXN MEFV NLRP3"
"The activation of arylsulfatases"	"ARSA ARSF"
"The canonical retinoid cycle in rods (twilight vision)"	"RHO NAPEPLD LRAT MYO7A RBP3 RDH11 RDH12 RDH8 SDR9C7"
"The citric acid (TCA) cycle and respiratory electron transport"	"LDHB RXRA CS DLST FH NNT OGDH SUCLA2 SUCLG2 L2HGDH COX11 COX19 COX5B COX8A ETFA LRPPRC NDUFA12 NDUFA3 NDUFA7 NDUFS1 NDUFS2 NDUFS3 NDUFS4 NDUFV1 PDHA1 PDHX PDK4 PDP1 UCP2 UCP3"
"The fatty acid cycling model"	"UCP2 UCP3"
"The phototransduction cascade"	"PRKCA CNGA1 CNGB1 GNAT1 PDE6A RHO NMT1 PRKCQ NMT2 GUCY2D METAP1"
"The proton buffering model"	"UCP2 UCP3"
"The retinoid cycle in cones (daylight vision)"	"RBP3"
"The role of Nef in HIV-1 replication and disease pathogenesis"	"RAC1 AP1G1 AP1M1 AP2A1 AP2B1 CD247 CD28 FYN HLA-A LCK ATP6V1H DOCK2 ELMO1"
"Thrombin signalling through proteinase activated receptors (PARs)"	"GNB3 GNG12 GNG2 ARRB1"
"Thromboxane signalling through TP receptor"	"GNB3 GNG12 GNG2 TBXA2R"
"Thyroxine biosynthesis"	"SLC5A5 TPO"
"Tie2 Signaling"	"HRAS KRAS SOS1 PIK3CA PIK3CB PIK3R1 ANGPT2 ANGPT4 GRB14 GRB7 TEK"
"Tight junction interactions"	"CLDN15 CLDN18 CLDN6 CLDN9 CRB3 INADL MPP5 PARD3 PARD6G PRKCI"
"Tolerance by Mtb to nitric oxide produced by macrophages"	"TPO MSRA"
"Toll Like Receptor 10 (TLR10) Cascade"	"PPP2CB PPP2R1A PPP2R1B UBB UBC IL6ST JAK1 JAK2 MAP2K1 ATF1 DHX9 FOS IKBKB IRAK1 IRAK4 MAP2K3 MAP2K6 MAP3K1 MAP3K7 MAPK10 MAPK9 MAPKAPK3 MEF2C NFKB1 NOD1 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA5 S100B TAB1 TAB2 TLR10 TLR5"
"Toll Like Receptor 2 (TLR2) Cascade"	"PPP2CB PPP2R1A PPP2R1B UBB UBC IL6ST JAK1 JAK2 MAP2K1 ATF1 CD14 DHX9 FOS IKBKB IRAK1 IRAK3 IRAK4 MAP2K3 MAP2K6 MAP3K1 MAP3K7 MAPK10 MAPK9 MAPKAPK3 MEF2C NFKB1 NOD1 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA5 S100B SIGIRR TAB1 TAB2 TLR1 TLR4 TLR6"
"Toll Like Receptor 3 (TLR3) Cascade"	"PPP2CB PPP2R1A PPP2R1B UBB UBC IL6ST JAK1 JAK2 MAP2K1 ATF1 CASP8 CD14 DHX9 FOS IKBKB IKBKE IRAK1 MAP2K3 MAP2K6 MAP3K7 MAPK10 MAPK9 MAPKAPK3 MEF2C NFKB1 NOD1 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA5 S100B TAB1 TAB2 TANK TICAM1 TLR4"
"Toll Like Receptor 4 (TLR4) Cascade"	"PPP2CB PPP2R1A PPP2R1B UBB UBC IL6ST JAK1 JAK2 MAP2K1 ATF1 CASP8 CD14 DHX9 FOS IKBKB IKBKE IRAK1 IRAK3 IRAK4 MAP2K3 MAP2K6 MAP3K1 MAP3K7 MAPK10 MAPK9 MAPKAPK3 MEF2C NFKB1 NOD1 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA5 S100B SIGIRR TAB1 TAB2 TANK TICAM1 TLR1 TLR4 TLR6 DNM2 DNM3 PLCG2 LBP"
"Toll Like Receptor 5 (TLR5) Cascade"	"PPP2CB PPP2R1A PPP2R1B UBB UBC IL6ST JAK1 JAK2 MAP2K1 ATF1 DHX9 FOS IKBKB IRAK1 IRAK4 MAP2K3 MAP2K6 MAP3K1 MAP3K7 MAPK10 MAPK9 MAPKAPK3 MEF2C NFKB1 NOD1 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA5 S100B TAB1 TAB2 TLR10 TLR5"
"Toll Like Receptor 7/8 (TLR7/8) Cascade"	"PPP2CB PPP2R1A PPP2R1B UBB UBC IL6ST JAK1 JAK2 MAP2K1 ATF1 DHX9 FOS IKBKB IRAK1 IRAK4 MAP2K3 MAP2K6 MAP3K1 MAP3K7 MAPK10 MAPK9 MAPKAPK3 MEF2C NFKB1 NOD1 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA5 S100B TAB1 TAB2 DHX36 TLR7"
"Toll Like Receptor 9 (TLR9) Cascade"	"PPP2CB PPP2R1A PPP2R1B UBB UBC IL6ST JAK1 JAK2 MAP2K1 ATF1 DHX9 FOS IKBKB IRAK1 IRAK4 MAP2K3 MAP2K6 MAP3K1 MAP3K7 MAPK10 MAPK9 MAPKAPK3 MEF2C NFKB1 NOD1 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA5 S100B TAB1 TAB2 DHX36 PIK3C3 PIK3R4 TLR7"
"Toll Like Receptor TLR1:TLR2 Cascade"	"PPP2CB PPP2R1A PPP2R1B UBB UBC IL6ST JAK1 JAK2 MAP2K1 ATF1 CD14 DHX9 FOS IKBKB IRAK1 IRAK3 IRAK4 MAP2K3 MAP2K6 MAP3K1 MAP3K7 MAPK10 MAPK9 MAPKAPK3 MEF2C NFKB1 NOD1 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA5 S100B SIGIRR TAB1 TAB2 TLR1 TLR4 TLR6"
"Toll Like Receptor TLR6:TLR2 Cascade"	"PPP2CB PPP2R1A PPP2R1B UBB UBC IL6ST JAK1 JAK2 MAP2K1 ATF1 CD14 DHX9 FOS IKBKB IRAK1 IRAK3 IRAK4 MAP2K3 MAP2K6 MAP3K1 MAP3K7 MAPK10 MAPK9 MAPKAPK3 MEF2C NFKB1 NOD1 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA5 S100B SIGIRR TAB1 TAB2 TLR1 TLR4 TLR6"
"Toll-Like Receptors Cascades"	"PPP2CB PPP2R1A PPP2R1B UBB UBC IL6ST JAK1 JAK2 MAP2K1 HSP90B1 ATF1 CASP8 CD14 DHX9 FOS IKBKB IKBKE IRAK1 IRAK3 IRAK4 MAP2K3 MAP2K6 MAP3K1 MAP3K7 MAPK10 MAPK9 MAPKAPK3 MEF2C NFKB1 NOD1 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA5 S100B SIGIRR TAB1 TAB2 TANK TICAM1 TLR1 TLR4 TLR6 CTSS DNM2 DNM3 LGMN PLCG2 DHX36 PIK3C3 PIK3R4 LBP TLR10 TLR5 TLR7 UNC93B1"
"Toxicity of botulinum toxin type A (BoNT/A)"	"SV2B SV2C"
"Toxicity of botulinum toxin type B (BoNT/B)"	"SYT1"
